date,time,period,lane,car_type,direction,target,
6/26/2019,16:21:30,16:00-17:30,w,2,0,e,
6/26/2019,16:21:37,16:00-17:30,w,2,1,s,
6/26/2019,16:21:38,16:00-17:30,w,1,0,e,
6/26/2019,16:21:39,16:00-17:30,w,1,1,s,
6/26/2019,16:21:40,16:00-17:30,w,1,1,s,
6/26/2019,16:21:40,16:00-17:30,w,1,-1,n,
6/26/2019,16:21:41,16:00-17:30,w,2,-1,n,
6/26/2019,16:21:48,16:00-17:30,w,1,0,e,
6/26/2019,16:21:49,16:00-17:30,w,1,0,e,
6/26/2019,16:21:50,16:00-17:30,w,2,0,e,
6/26/2019,16:21:54,16:00-17:30,w,1,1,s,
6/26/2019,16:21:57,16:00-17:30,w,1,0,e,
6/26/2019,16:22:01,16:00-17:30,w,2,0,e,
6/26/2019,16:22:08,16:00-17:30,w,1,1,s,
6/26/2019,16:22:12,16:00-17:30,w,1,0,e,
6/26/2019,16:22:15,16:00-17:30,w,1,1,s,
6/26/2019,16:22:20,16:00-17:30,w,1,0,e,
6/26/2019,16:22:20,16:00-17:30,w,1,0,e,
6/26/2019,16:22:22,16:00-17:30,w,2,0,e,
6/26/2019,16:22:32,16:00-17:30,w,1,1,s,
6/26/2019,16:22:39,16:00-17:30,w,1,1,s,
6/26/2019,16:22:42,16:00-17:30,w,1,0,e,
6/26/2019,16:22:49,16:00-17:30,w,1,0,e,
6/26/2019,16:22:52,16:00-17:30,w,1,1,s,
6/26/2019,16:22:59,16:00-17:30,w,2,0,e,
6/26/2019,16:23:00,16:00-17:30,w,1,1,s,
6/26/2019,16:23:15,16:00-17:30,w,1,0,e,
6/26/2019,16:23:17,16:00-17:30,w,1,0,e,
6/26/2019,16:23:31,16:00-17:30,w,1,0,e,
6/26/2019,16:23:34,16:00-17:30,w,1,1,s,
6/26/2019,16:23:37,16:00-17:30,w,1,0,e,
6/26/2019,16:23:41,16:00-17:30,w,2,1,s,
6/26/2019,16:23:50,16:00-17:30,w,1,0,e,
6/26/2019,16:23:51,16:00-17:30,w,2,0,e,
6/26/2019,16:23:51,16:00-17:30,w,2,1,s,
6/26/2019,16:24:03,16:00-17:30,w,1,0,e,
6/26/2019,16:24:08,16:00-17:30,w,1,2,w,
6/26/2019,16:24:09,16:00-17:30,w,1,1,s,
6/26/2019,16:24:22,16:00-17:30,w,1,0,e,
6/26/2019,16:24:24,16:00-17:30,w,2,0,e,
6/26/2019,16:24:35,16:00-17:30,w,1,0,e,
6/26/2019,16:24:37,16:00-17:30,w,2,1,s,
6/26/2019,16:24:50,16:00-17:30,w,1,1,s,
6/26/2019,16:24:51,16:00-17:30,w,1,0,e,
6/26/2019,16:24:54,16:00-17:30,w,1,1,s,
6/26/2019,16:24:56,16:00-17:30,w,1,0,e,
6/26/2019,16:25:12,16:00-17:30,w,1,1,s,
6/26/2019,16:25:12,16:00-17:30,w,1,1,s,
6/26/2019,16:25:13,16:00-17:30,w,1,1,s,
6/26/2019,16:25:15,16:00-17:30,w,1,2,w,
6/26/2019,16:25:17,16:00-17:30,w,2,0,e,
6/26/2019,16:25:19,16:00-17:30,w,1,1,s,
6/26/2019,16:25:20,16:00-17:30,w,3,0,e,
6/26/2019,16:25:28,16:00-17:30,w,1,-1,n,
6/26/2019,16:25:33,16:00-17:30,w,2,-1,n,
6/26/2019,16:25:35,16:00-17:30,w,1,-1,n,
6/26/2019,16:25:36,16:00-17:30,w,1,-1,n,
6/26/2019,16:25:38,16:00-17:30,w,1,-1,n,
6/26/2019,16:25:40,16:00-17:30,w,1,0,e,
6/26/2019,16:25:42,16:00-17:30,w,1,0,e,
6/26/2019,16:25:43,16:00-17:30,w,2,1,s,
6/26/2019,16:25:45,16:00-17:30,w,1,0,e,
6/26/2019,16:25:45,16:00-17:30,w,1,0,e,
6/26/2019,16:25:50,16:00-17:30,w,1,0,e,
6/26/2019,16:25:51,16:00-17:30,w,1,0,e,
6/26/2019,16:25:54,16:00-17:30,w,1,0,e,
6/26/2019,16:25:58,16:00-17:30,w,1,-1,n,
6/26/2019,16:26:02,16:00-17:30,w,1,1,s,
6/26/2019,16:26:20,16:00-17:30,w,1,1,s,
6/26/2019,16:26:25,16:00-17:30,w,2,0,e,
6/26/2019,16:26:27,16:00-17:30,w,1,1,s,
6/26/2019,16:26:31,16:00-17:30,w,1,0,e,
6/26/2019,16:26:33,16:00-17:30,w,1,1,s,
6/26/2019,16:26:43,16:00-17:30,w,2,1,s,
6/26/2019,16:26:46,16:00-17:30,w,1,1,s,
6/26/2019,16:26:49,16:00-17:30,w,2,1,s,
6/26/2019,16:26:52,16:00-17:30,w,1,0,e,
6/26/2019,16:26:54,16:00-17:30,w,1,0,e,
6/26/2019,16:27:00,16:00-17:30,w,2,1,s,
6/26/2019,16:27:02,16:00-17:30,w,1,0,e,
6/26/2019,16:27:03,16:00-17:30,w,1,1,s,
6/26/2019,16:27:04,16:00-17:30,w,2,0,e,
6/26/2019,16:27:04,16:00-17:30,w,1,0,e,
6/26/2019,16:27:10,16:00-17:30,w,2,0,e,
6/26/2019,16:27:15,16:00-17:30,w,1,1,s,
6/26/2019,16:27:19,16:00-17:30,w,1,0,e,
6/26/2019,16:27:25,16:00-17:30,w,1,1,s,
6/26/2019,16:27:30,16:00-17:30,w,2,1,s,
6/26/2019,16:27:31,16:00-17:30,w,1,1,s,
6/26/2019,16:27:45,16:00-17:30,w,1,1,s,
6/26/2019,16:27:49,16:00-17:30,w,1,0,e,
6/26/2019,16:27:50,16:00-17:30,w,2,2,w,
6/26/2019,16:28:07,16:00-17:30,w,1,0,e,
6/26/2019,16:28:11,16:00-17:30,w,1,1,s,
6/26/2019,16:28:12,16:00-17:30,w,1,1,s,
6/26/2019,16:28:12,16:00-17:30,w,1,0,e,
6/26/2019,16:28:13,16:00-17:30,w,1,1,s,
6/26/2019,16:28:20,16:00-17:30,w,1,1,s,
6/26/2019,16:28:26,16:00-17:30,w,2,1,s,
6/26/2019,16:28:27,16:00-17:30,w,2,2,w,
6/26/2019,16:28:45,16:00-17:30,w,1,1,s,
6/26/2019,16:28:47,16:00-17:30,w,2,-1,n,
6/26/2019,16:28:52,16:00-17:30,w,1,-1,n,
6/26/2019,16:29:00,16:00-17:30,w,1,-1,n,
6/26/2019,16:29:02,16:00-17:30,w,1,-1,n,
6/26/2019,16:29:15,16:00-17:30,w,1,-1,n,
6/26/2019,16:29:18,16:00-17:30,w,1,-1,n,
6/26/2019,16:29:24,16:00-17:30,w,1,0,e,
6/26/2019,16:29:26,16:00-17:30,w,1,0,e,
6/26/2019,16:29:30,16:00-17:30,w,1,1,s,
6/26/2019,16:29:31,16:00-17:30,w,2,0,e,
6/26/2019,16:29:31,16:00-17:30,w,2,1,s,
6/26/2019,16:29:34,16:00-17:30,w,2,0,e,
6/26/2019,16:29:35,16:00-17:30,w,1,0,e,
6/26/2019,16:29:39,16:00-17:30,w,1,1,s,
6/26/2019,16:29:41,16:00-17:30,w,2,1,s,
6/26/2019,16:29:43,16:00-17:30,w,1,0,e,
6/26/2019,16:29:52,16:00-17:30,w,1,1,s,
6/26/2019,16:29:54,16:00-17:30,w,2,0,e,
6/26/2019,16:29:55,16:00-17:30,w,1,1,s,
6/26/2019,16:29:57,16:00-17:30,w,1,0,e,
6/26/2019,16:30:05,16:00-17:30,w,1,0,e,
6/26/2019,16:30:11,16:00-17:30,w,1,0,e,
6/26/2019,16:30:13,16:00-17:30,w,2,0,e,
6/26/2019,16:30:13,16:00-17:30,w,2,1,s,
6/26/2019,16:30:16,16:00-17:30,w,1,0,e,
6/26/2019,16:30:17,16:00-17:30,w,2,2,w,
6/26/2019,16:30:24,16:00-17:30,w,1,0,e,
6/26/2019,16:30:30,16:00-17:30,w,1,1,s,
6/26/2019,16:30:35,16:00-17:30,w,1,1,s,
6/26/2019,16:30:49,16:00-17:30,w,1,0,e,
6/26/2019,16:30:51,16:00-17:30,w,1,1,s,
6/26/2019,16:30:52,16:00-17:30,w,1,0,e,
6/26/2019,16:30:54,16:00-17:30,w,2,1,s,
6/26/2019,16:31:05,16:00-17:30,w,2,0,e,
6/26/2019,16:31:10,16:00-17:30,w,1,0,e,
6/26/2019,16:31:13,16:00-17:30,w,2,1,s,
6/26/2019,16:31:17,16:00-17:30,w,1,1,s,
6/26/2019,16:31:19,16:00-17:30,w,2,0,e,
6/26/2019,16:31:25,16:00-17:30,w,1,1,s,
6/26/2019,16:31:26,16:00-17:30,w,1,1,s,
6/26/2019,16:31:30,16:00-17:30,w,1,1,s,
6/26/2019,16:31:31,16:00-17:30,w,2,0,e,
6/26/2019,16:31:34,16:00-17:30,w,1,-1,n,
6/26/2019,16:31:38,16:00-17:30,w,1,1,s,
6/26/2019,16:31:40,16:00-17:30,w,2,1,s,
6/26/2019,16:31:41,16:00-17:30,w,2,1,s,
6/26/2019,16:31:42,16:00-17:30,w,2,0,e,
6/26/2019,16:31:44,16:00-17:30,w,1,0,e,
6/26/2019,16:31:46,16:00-17:30,w,1,0,e,
6/26/2019,16:31:48,16:00-17:30,w,2,0,e,
6/26/2019,16:31:49,16:00-17:30,w,3,0,e,
6/26/2019,16:31:50,16:00-17:30,w,1,1,s,
6/26/2019,16:31:56,16:00-17:30,w,1,0,e,
6/26/2019,16:31:59,16:00-17:30,w,2,0,e,
6/26/2019,16:32:12,16:00-17:30,w,2,1,s,
6/26/2019,16:32:13,16:00-17:30,w,2,-1,n,
6/26/2019,16:32:14,16:00-17:30,w,1,-1,n,
6/26/2019,16:32:21,16:00-17:30,w,2,-1,n,
6/26/2019,16:32:23,16:00-17:30,w,1,-1,n,
6/26/2019,16:32:31,16:00-17:30,w,1,-1,n,
6/26/2019,16:32:44,16:00-17:30,w,1,-1,n,
6/26/2019,16:32:46,16:00-17:30,w,2,0,e,
6/26/2019,16:32:48,16:00-17:30,w,1,1,s,
6/26/2019,16:32:48,16:00-17:30,w,1,0,e,
6/26/2019,16:32:49,16:00-17:30,w,2,0,e,
6/26/2019,16:32:50,16:00-17:30,w,2,1,s,
6/26/2019,16:32:52,16:00-17:30,w,2,1,s,
6/26/2019,16:32:55,16:00-17:30,w,1,0,e,
6/26/2019,16:32:55,16:00-17:30,w,1,0,e,
6/26/2019,16:33:05,16:00-17:30,w,2,1,s,
6/26/2019,16:33:07,16:00-17:30,w,1,1,s,
6/26/2019,16:33:15,16:00-17:30,w,1,1,s,
6/26/2019,16:33:16,16:00-17:30,w,1,0,e,
6/26/2019,16:33:17,16:00-17:30,w,2,0,e,
6/26/2019,16:33:17,16:00-17:30,w,1,1,s,
6/26/2019,16:33:18,16:00-17:30,w,1,0,e,
6/26/2019,16:33:19,16:00-17:30,w,2,1,s,
6/26/2019,16:33:19,16:00-17:30,w,3,1,s,
6/26/2019,16:33:25,16:00-17:30,w,1,0,e,
6/26/2019,16:33:28,16:00-17:30,w,1,1,s,
6/26/2019,16:33:28,16:00-17:30,w,2,1,s,
6/26/2019,16:33:30,16:00-17:30,w,1,0,e,
6/26/2019,16:33:31,16:00-17:30,w,1,0,e,
6/26/2019,16:33:32,16:00-17:30,w,1,1,s,
6/26/2019,16:33:33,16:00-17:30,w,2,0,e,
6/26/2019,16:33:43,16:00-17:30,w,1,1,s,
6/26/2019,16:33:45,16:00-17:30,w,2,0,e,
6/26/2019,16:33:46,16:00-17:30,w,1,0,e,
6/26/2019,16:33:47,16:00-17:30,w,2,0,e,
6/26/2019,16:33:49,16:00-17:30,w,2,0,e,
6/26/2019,16:33:50,16:00-17:30,w,2,1,s,
6/26/2019,16:33:52,16:00-17:30,w,1,1,s,
6/26/2019,16:33:55,16:00-17:30,w,1,0,e,
6/26/2019,16:33:56,16:00-17:30,w,2,1,s,
6/26/2019,16:33:57,16:00-17:30,w,2,0,e,
6/26/2019,16:34:00,16:00-17:30,w,1,0,e,
6/26/2019,16:34:01,16:00-17:30,w,1,0,e,
6/26/2019,16:34:02,16:00-17:30,w,2,1,s,
6/26/2019,16:34:04,16:00-17:30,w,1,1,s,
6/26/2019,16:34:06,16:00-17:30,w,1,1,s,
6/26/2019,16:34:08,16:00-17:30,w,1,0,e,
6/26/2019,16:34:09,16:00-17:30,w,1,0,e,
6/26/2019,16:34:15,16:00-17:30,w,2,1,s,
6/26/2019,16:34:21,16:00-17:30,w,2,1,s,
6/26/2019,16:34:24,16:00-17:30,w,1,0,e,
6/26/2019,16:34:26,16:00-17:30,w,1,0,e,
6/26/2019,16:34:28,16:00-17:30,w,1,1,s,
6/26/2019,16:34:29,16:00-17:30,w,1,1,s,
6/26/2019,16:34:30,16:00-17:30,w,1,0,e,
6/26/2019,16:34:35,16:00-17:30,w,1,0,e,
6/26/2019,16:34:37,16:00-17:30,w,2,-1,n,
6/26/2019,16:34:42,16:00-17:30,w,1,1,s,
6/26/2019,16:34:45,16:00-17:30,w,1,1,s,
6/26/2019,16:34:56,16:00-17:30,w,1,0,e,
6/26/2019,16:35:00,16:00-17:30,w,1,1,s,
6/26/2019,16:35:10,16:00-17:30,w,2,-1,n,
6/26/2019,16:35:17,16:00-17:30,w,2,-1,n,
6/26/2019,16:35:21,16:00-17:30,w,1,0,e,
6/26/2019,16:35:22,16:00-17:30,w,2,0,e,
6/26/2019,16:35:27,16:00-17:30,w,1,0,e,
6/26/2019,16:35:28,16:00-17:30,w,1,1,s,
6/26/2019,16:35:29,16:00-17:30,w,1,1,s,
6/26/2019,16:35:37,16:00-17:30,w,1,0,e,
6/26/2019,16:35:41,16:00-17:30,w,3,0,e,
6/26/2019,16:35:42,16:00-17:30,w,3,0,e,
6/26/2019,16:35:44,16:00-17:30,w,2,0,e,
6/26/2019,16:35:47,16:00-17:30,w,2,0,e,
6/26/2019,16:35:51,16:00-17:30,w,2,1,s,
6/26/2019,16:35:55,16:00-17:30,w,2,1,s,
6/26/2019,16:36:00,16:00-17:30,w,2,0,e,
6/26/2019,16:36:03,16:00-17:30,w,2,0,e,
6/26/2019,16:36:05,16:00-17:30,w,1,1,s,
6/26/2019,16:36:07,16:00-17:30,w,1,1,s,
6/26/2019,16:36:09,16:00-17:30,w,2,0,e,
6/26/2019,16:36:10,16:00-17:30,w,2,0,e,
6/26/2019,16:36:11,16:00-17:30,w,1,1,s,
6/26/2019,16:36:13,16:00-17:30,w,1,1,s,
6/26/2019,16:36:15,16:00-17:30,w,1,0,e,
6/26/2019,16:36:18,16:00-17:30,w,2,1,s,
6/26/2019,16:36:22,16:00-17:30,w,2,1,s,
6/26/2019,16:36:24,16:00-17:30,w,2,0,e,
6/26/2019,16:36:32,16:00-17:30,w,1,0,e,
6/26/2019,16:36:34,16:00-17:30,w,1,0,e,
6/26/2019,16:36:36,16:00-17:30,w,2,1,s,
6/26/2019,16:36:40,16:00-17:30,w,2,1,s,
6/26/2019,16:37:01,16:00-17:30,w,2,1,s,
6/26/2019,16:37:04,16:00-17:30,w,2,0,e,
6/26/2019,16:37:07,16:00-17:30,w,1,1,s,
6/26/2019,16:37:08,16:00-17:30,w,1,1,s,
6/26/2019,16:37:10,16:00-17:30,w,2,0,e,
6/26/2019,16:37:14,16:00-17:30,w,1,-1,n,
6/26/2019,16:37:19,16:00-17:30,w,2,1,s,
6/26/2019,16:37:25,16:00-17:30,w,1,0,e,
6/26/2019,16:37:26,16:00-17:30,w,1,1,s,
6/26/2019,16:37:29,16:00-17:30,w,1,1,s,
6/26/2019,16:37:30,16:00-17:30,w,1,1,s,
6/26/2019,16:37:32,16:00-17:30,w,1,0,e,
6/26/2019,16:37:36,16:00-17:30,w,1,1,s,
6/26/2019,16:37:40,16:00-17:30,w,1,0,e,
6/26/2019,16:37:45,16:00-17:30,w,1,0,e,
6/26/2019,16:37:47,16:00-17:30,w,1,1,s,
6/26/2019,16:37:55,16:00-17:30,w,2,1,s,
6/26/2019,16:37:59,16:00-17:30,w,1,0,e,
6/26/2019,16:38:03,16:00-17:30,w,1,0,e,
6/26/2019,16:38:06,16:00-17:30,w,2,2,w,
6/26/2019,16:38:11,16:00-17:30,w,1,1,s,
6/26/2019,16:38:21,16:00-17:30,w,1,0,e,
6/26/2019,16:38:23,16:00-17:30,w,1,0,e,
6/26/2019,16:38:27,16:00-17:30,w,2,0,e,
6/26/2019,16:38:30,16:00-17:30,w,2,1,s,
6/26/2019,16:38:32,16:00-17:30,w,1,0,e,
6/26/2019,16:38:35,16:00-17:30,w,1,2,w,
6/26/2019,16:38:38,16:00-17:30,w,2,1,s,
6/26/2019,16:38:40,16:00-17:30,w,1,1,s,
6/26/2019,16:38:41,16:00-17:30,w,1,0,e,
6/26/2019,16:38:43,16:00-17:30,w,1,-1,n,
6/26/2019,16:38:46,16:00-17:30,w,1,0,e,
6/26/2019,16:38:47,16:00-17:30,w,1,1,s,
6/26/2019,16:38:57,16:00-17:30,w,3,0,e,
6/26/2019,16:38:59,16:00-17:30,w,2,0,e,
6/26/2019,16:39:02,16:00-17:30,w,1,0,e,
6/26/2019,16:39:05,16:00-17:30,w,1,0,e,
6/26/2019,16:39:05,16:00-17:30,w,1,0,e,
6/26/2019,16:39:07,16:00-17:30,w,2,1,s,
6/26/2019,16:39:14,16:00-17:30,w,1,0,e,
6/26/2019,16:39:16,16:00-17:30,w,1,0,e,
6/26/2019,16:39:18,16:00-17:30,w,2,1,s,
6/26/2019,16:39:20,16:00-17:30,w,2,0,e,
6/26/2019,16:39:22,16:00-17:30,w,2,1,s,
6/26/2019,16:39:24,16:00-17:30,w,1,0,e,
6/26/2019,16:39:34,16:00-17:30,w,1,1,s,
6/26/2019,16:39:35,16:00-17:30,w,2,0,e,
6/26/2019,16:39:36,16:00-17:30,w,1,0,e,
6/26/2019,16:39:38,16:00-17:30,w,1,0,e,
6/26/2019,16:39:46,16:00-17:30,w,1,1,s,
6/26/2019,16:39:53,16:00-17:30,w,1,0,e,
6/26/2019,16:39:56,16:00-17:30,w,2,0,e,
6/26/2019,16:39:59,16:00-17:30,w,3,1,s,
6/26/2019,16:40:00,16:00-17:30,w,1,1,s,
6/26/2019,16:40:06,16:00-17:30,w,1,0,e,
6/26/2019,16:40:08,16:00-17:30,w,3,1,s,
6/26/2019,16:40:17,16:00-17:30,w,1,1,s,
6/26/2019,16:40:18,16:00-17:30,w,2,0,e,
6/26/2019,16:40:21,16:00-17:30,w,2,1,s,
6/26/2019,16:40:24,16:00-17:30,w,1,1,s,
6/26/2019,16:40:26,16:00-17:30,w,1,1,s,
6/26/2019,16:40:38,16:00-17:30,w,1,0,e,
6/26/2019,16:40:39,16:00-17:30,w,1,0,e,
6/26/2019,16:40:40,16:00-17:30,w,2,1,s,
6/26/2019,16:40:41,16:00-17:30,w,1,0,e,
6/26/2019,16:40:43,16:00-17:30,w,2,1,s,
6/26/2019,16:40:48,16:00-17:30,w,1,1,s,
6/26/2019,16:40:51,16:00-17:30,w,2,0,e,
6/26/2019,16:40:52,16:00-17:30,w,1,0,e,
6/26/2019,16:41:02,16:00-17:30,w,1,1,s,
6/26/2019,16:41:05,16:00-17:30,w,1,1,s,
6/26/2019,16:41:06,16:00-17:30,w,1,0,e,
6/26/2019,16:41:07,16:00-17:30,w,2,1,s,
6/26/2019,16:41:08,16:00-17:30,w,2,1,s,
6/26/2019,16:41:09,16:00-17:30,w,1,0,e,
6/26/2019,16:41:13,16:00-17:30,w,2,1,s,
6/26/2019,16:41:14,16:00-17:30,w,1,1,s,
6/26/2019,16:41:17,16:00-17:30,w,1,0,e,
6/26/2019,16:41:18,16:00-17:30,w,2,2,w,
6/26/2019,16:41:32,16:00-17:30,w,4,-1,n,
6/26/2019,16:41:40,16:00-17:30,w,1,-1,n,
6/26/2019,16:41:41,16:00-17:30,w,1,0,e,
6/26/2019,16:41:46,16:00-17:30,w,1,0,e,
6/26/2019,16:41:51,16:00-17:30,w,1,1,s,
6/26/2019,16:41:53,16:00-17:30,w,2,0,e,
6/26/2019,16:41:56,16:00-17:30,w,2,1,s,
6/26/2019,16:41:58,16:00-17:30,w,1,0,e,
6/26/2019,16:42:05,16:00-17:30,w,3,0,e,
6/26/2019,16:42:06,16:00-17:30,w,1,1,s,
6/26/2019,16:42:07,16:00-17:30,w,1,0,e,
6/26/2019,16:42:10,16:00-17:30,w,1,1,s,
6/26/2019,16:42:12,16:00-17:30,w,2,1,s,
6/26/2019,16:42:15,16:00-17:30,w,1,0,e,
6/26/2019,16:42:16,16:00-17:30,w,2,0,e,
6/26/2019,16:42:17,16:00-17:30,w,2,0,e,
6/26/2019,16:42:28,16:00-17:30,w,4,0,e,
6/26/2019,16:42:29,16:00-17:30,w,1,0,e,
6/26/2019,16:42:33,16:00-17:30,w,2,0,e,
6/26/2019,16:42:38,16:00-17:30,w,1,1,s,
6/26/2019,16:42:39,16:00-17:30,w,1,1,s,
6/26/2019,16:42:40,16:00-17:30,w,1,0,e,
6/26/2019,16:42:45,16:00-17:30,w,1,0,e,
6/26/2019,16:42:48,16:00-17:30,w,1,0,e,
6/26/2019,16:42:55,16:00-17:30,w,1,0,e,
6/26/2019,16:42:58,16:00-17:30,w,1,1,s,
6/26/2019,16:43:04,16:00-17:30,w,1,1,s,
6/26/2019,16:43:05,16:00-17:30,w,1,1,s,
6/26/2019,16:43:06,16:00-17:30,w,2,0,e,
6/26/2019,16:43:08,16:00-17:30,w,1,0,e,
6/26/2019,16:43:11,16:00-17:30,w,1,-1,n,
6/26/2019,16:43:17,16:00-17:30,w,1,0,e,
6/26/2019,16:43:22,16:00-17:30,w,1,0,e,
6/26/2019,16:43:24,16:00-17:30,w,1,1,s,
6/26/2019,16:43:26,16:00-17:30,w,1,0,e,
6/26/2019,16:43:33,16:00-17:30,w,2,1,s,
6/26/2019,16:43:37,16:00-17:30,w,1,1,s,
6/26/2019,16:43:38,16:00-17:30,w,2,0,e,
6/26/2019,16:43:41,16:00-17:30,w,1,0,e,
6/26/2019,16:43:48,16:00-17:30,w,2,1,s,
6/26/2019,16:43:52,16:00-17:30,w,1,0,e,
6/26/2019,16:43:54,16:00-17:30,w,1,0,e,
6/26/2019,16:43:55,16:00-17:30,w,1,1,s,
6/26/2019,16:43:57,16:00-17:30,w,1,1,s,
6/26/2019,16:43:59,16:00-17:30,w,1,1,s,
6/26/2019,16:44:01,16:00-17:30,w,2,0,e,
6/26/2019,16:44:03,16:00-17:30,w,1,0,e,
6/26/2019,16:44:06,16:00-17:30,w,1,0,e,
6/26/2019,16:44:08,16:00-17:30,w,2,1,s,
6/26/2019,16:44:09,16:00-17:30,w,1,1,s,
6/26/2019,16:44:11,16:00-17:30,w,2,0,e,
6/26/2019,16:44:12,16:00-17:30,w,2,0,e,
6/26/2019,16:44:15,16:00-17:30,w,1,1,s,
6/26/2019,16:44:22,16:00-17:30,w,1,1,s,
6/26/2019,16:44:23,16:00-17:30,w,1,1,s,
6/26/2019,16:44:29,16:00-17:30,w,2,0,e,
6/26/2019,16:44:33,16:00-17:30,w,1,0,e,
6/26/2019,16:44:39,16:00-17:30,w,1,1,s,
6/26/2019,16:44:41,16:00-17:30,w,2,0,e,
6/26/2019,16:44:45,16:00-17:30,w,1,0,e,
6/26/2019,16:44:46,16:00-17:30,w,1,0,e,
6/26/2019,16:44:49,16:00-17:30,w,1,0,e,
6/26/2019,16:44:53,16:00-17:30,w,2,0,e,
6/26/2019,16:44:55,16:00-17:30,w,1,0,e,
6/26/2019,16:45:01,16:00-17:30,w,1,0,e,
6/26/2019,16:45:01,16:00-17:30,w,2,0,e,
6/26/2019,16:45:03,16:00-17:30,w,1,0,e,
6/26/2019,16:45:04,16:00-17:30,w,1,0,e,
6/26/2019,16:45:06,16:00-17:30,w,1,0,e,
6/26/2019,16:45:18,16:00-17:30,w,2,0,e,
6/26/2019,16:45:19,16:00-17:30,w,1,0,e,
6/26/2019,16:45:30,16:00-17:30,w,1,0,e,
6/26/2019,16:45:32,16:00-17:30,w,1,0,e,
6/26/2019,16:45:40,16:00-17:30,w,2,0,e,
6/26/2019,16:45:43,16:00-17:30,w,1,0,e,
6/26/2019,16:45:45,16:00-17:30,w,1,-1,n,
6/26/2019,16:45:46,16:00-17:30,w,1,1,s,
6/26/2019,16:45:48,16:00-17:30,w,1,1,s,
6/26/2019,16:45:53,16:00-17:30,w,1,1,s,
6/26/2019,16:46:02,16:00-17:30,w,2,1,s,
6/26/2019,16:46:07,16:00-17:30,w,1,1,s,
6/26/2019,16:46:16,16:00-17:30,w,1,1,s,
6/26/2019,16:46:17,16:00-17:30,w,2,0,e,
6/26/2019,16:46:18,16:00-17:30,w,1,0,e,
6/26/2019,16:46:19,16:00-17:30,w,1,0,e,
6/26/2019,16:46:20,16:00-17:30,w,1,0,e,
6/26/2019,16:46:21,16:00-17:30,w,1,0,e,
6/26/2019,16:46:22,16:00-17:30,w,1,0,e,
6/26/2019,16:46:26,16:00-17:30,w,1,0,e,
6/26/2019,16:46:31,16:00-17:30,w,1,0,e,
6/26/2019,16:46:33,16:00-17:30,w,2,1,s,
6/26/2019,16:46:36,16:00-17:30,w,2,1,s,
6/26/2019,16:46:38,16:00-17:30,w,1,1,s,
6/26/2019,16:46:39,16:00-17:30,w,2,0,e,
6/26/2019,16:46:41,16:00-17:30,w,1,-1,n,
6/26/2019,16:46:42,16:00-17:30,w,2,0,e,
6/26/2019,16:46:43,16:00-17:30,w,1,-1,n,
6/26/2019,16:46:46,16:00-17:30,w,1,1,s,
6/26/2019,16:46:47,16:00-17:30,w,1,1,s,
6/26/2019,16:46:49,16:00-17:30,w,1,1,s,
6/26/2019,16:46:50,16:00-17:30,w,4,1,s,
6/26/2019,16:46:54,16:00-17:30,w,1,1,s,
6/26/2019,16:46:54,16:00-17:30,w,2,0,e,
6/26/2019,16:46:57,16:00-17:30,w,2,0,e,
6/26/2019,16:47:01,16:00-17:30,w,1,0,e,
6/26/2019,16:47:02,16:00-17:30,w,1,1,s,
6/26/2019,16:47:04,16:00-17:30,w,1,0,e,
6/26/2019,16:47:05,16:00-17:30,w,1,0,e,
6/26/2019,16:47:09,16:00-17:30,w,1,0,e,
6/26/2019,16:47:10,16:00-17:30,w,1,0,e,
6/26/2019,16:47:11,16:00-17:30,w,1,1,s,
6/26/2019,16:47:12,16:00-17:30,w,1,1,s,
6/26/2019,16:47:17,16:00-17:30,w,2,0,e,
6/26/2019,16:47:19,16:00-17:30,w,2,0,e,
6/26/2019,16:47:25,16:00-17:30,w,2,0,e,
6/26/2019,16:47:32,16:00-17:30,w,1,0,e,
6/26/2019,16:47:36,16:00-17:30,w,1,1,s,
6/26/2019,16:47:42,16:00-17:30,w,2,0,e,
6/26/2019,16:47:44,16:00-17:30,w,2,0,e,
6/26/2019,16:47:46,16:00-17:30,w,1,-1,n,
6/26/2019,16:47:47,16:00-17:30,w,1,1,s,
6/26/2019,16:47:48,16:00-17:30,w,1,1,s,
6/26/2019,16:47:49,16:00-17:30,w,1,0,e,
6/26/2019,16:47:51,16:00-17:30,w,1,0,e,
6/26/2019,16:47:52,16:00-17:30,w,1,0,e,
6/26/2019,16:47:58,16:00-17:30,w,2,0,e,
6/26/2019,16:48:01,16:00-17:30,w,1,1,s,
6/26/2019,16:48:04,16:00-17:30,w,1,1,s,
6/26/2019,16:48:05,16:00-17:30,w,1,0,e,
6/26/2019,16:48:07,16:00-17:30,w,1,1,s,
6/26/2019,16:48:11,16:00-17:30,w,1,1,s,
6/26/2019,16:48:14,16:00-17:30,w,1,0,e,
6/26/2019,16:48:15,16:00-17:30,w,3,1,s,
6/26/2019,16:48:16,16:00-17:30,w,2,0,e,
6/26/2019,16:48:19,16:00-17:30,w,1,0,e,
6/26/2019,16:48:21,16:00-17:30,w,1,1,s,
6/26/2019,16:48:22,16:00-17:30,w,2,1,s,
6/26/2019,16:48:23,16:00-17:30,w,1,1,s,
6/26/2019,16:48:24,16:00-17:30,w,1,1,s,
